-1.113155e-04	-2.262779e-04	1.149624e-04
-1.113156e-04	-2.263188e-04	1.150032e-04
-1.113156e-04	-2.263617e-04	1.150461e-04
-1.113156e-04	-2.264069e-04	1.150913e-04
-1.113157e-04	-2.264545e-04	1.151388e-04
-1.113158e-04	-2.265047e-04	1.151889e-04
-1.113159e-04	-2.265573e-04	1.152413e-04
-1.113162e-04	-2.266121e-04	1.152959e-04
-1.113165e-04	-2.266682e-04	1.153517e-04
-1.113169e-04	-2.267243e-04	1.154073e-04
-1.113174e-04	-2.267777e-04	1.154603e-04
-1.113179e-04	-2.268256e-04	1.155077e-04
-1.113180e-04	-2.268650e-04	1.155470e-04
-1.113179e-04	-2.268949e-04	1.155770e-04
-1.113175e-04	-2.269162e-04	1.155987e-04
-1.113170e-04	-2.269314e-04	1.156144e-04
-1.113166e-04	-2.269437e-04	1.156272e-04
-1.113162e-04	-2.269556e-04	1.156394e-04
-1.113160e-04	-2.269686e-04	1.156526e-04
-1.113158e-04	-2.269837e-04	1.156679e-04
-1.113157e-04	-2.270012e-04	1.156855e-04
-1.113157e-04	-2.270211e-04	1.157054e-04
-1.113156e-04	-2.270433e-04	1.157277e-04
-1.113156e-04	-2.270677e-04	1.157522e-04
-1.113156e-04	-2.270942e-04	1.157786e-04
-1.113156e-04	-2.271226e-04	1.158070e-04
-1.113155e-04	-2.271528e-04	1.158372e-04
-1.113155e-04	-2.271847e-04	1.158692e-04
-1.113155e-04	-2.272184e-04	1.159028e-04
-1.113156e-04	-2.272538e-04	1.159383e-04
-1.113156e-04	-2.272911e-04	1.159755e-04
-1.113156e-04	-2.273302e-04	1.160147e-04
-1.113156e-04	-2.273715e-04	1.160558e-04
-1.113157e-04	-2.274149e-04	1.160992e-04
-1.113157e-04	-2.274607e-04	1.161449e-04
-1.113158e-04	-2.275089e-04	1.161930e-04
-1.113160e-04	-2.275595e-04	1.162435e-04
-1.113162e-04	-2.276120e-04	1.162958e-04
-1.113166e-04	-2.276657e-04	1.163491e-04
-1.113170e-04	-2.277187e-04	1.164017e-04
-1.113175e-04	-2.277685e-04	1.164510e-04
-1.113179e-04	-2.278121e-04	1.164942e-04
-1.113180e-04	-2.278469e-04	1.165289e-04
-1.113178e-04	-2.278721e-04	1.165543e-04
-1.113174e-04	-2.278892e-04	1.165718e-04
-1.113169e-04	-2.279010e-04	1.165841e-04
-1.113165e-04	-2.279104e-04	1.165940e-04
-1.113161e-04	-2.279199e-04	1.166038e-04
-1.113159e-04	-2.279309e-04	1.166150e-04
-1.113158e-04	-2.279441e-04	1.166283e-04
-1.113157e-04	-2.279599e-04	1.166442e-04
-1.113156e-04	-2.279781e-04	1.166625e-04
-1.113156e-04	-2.279989e-04	1.166833e-04
-1.113155e-04	-2.280219e-04	1.167064e-04
-1.113155e-04	-2.280471e-04	1.167316e-04
-1.113155e-04	-2.280743e-04	1.167588e-04
-1.113155e-04	-2.281035e-04	1.167880e-04
-1.113155e-04	-2.281346e-04	1.168191e-04
-1.113155e-04	-2.281676e-04	1.168521e-04
-1.113155e-04	-2.282026e-04	1.168871e-04
-1.113155e-04	-2.282396e-04	1.169241e-04
-1.113155e-04	-2.282787e-04	1.169631e-04
-1.113156e-04	-2.283200e-04	1.170044e-04
-1.113156e-04	-2.283638e-04	1.170481e-04
-1.113157e-04	-2.284100e-04	1.170943e-04
-1.113158e-04	-2.284589e-04	1.171431e-04
-1.113160e-04	-2.285102e-04	1.171942e-04
-1.113163e-04	-2.285635e-04	1.172472e-04
-1.113166e-04	-2.286177e-04	1.173011e-04
-1.113171e-04	-2.286710e-04	1.173539e-04
-1.113176e-04	-2.287205e-04	1.174029e-04
-1.113180e-04	-2.287632e-04	1.174453e-04
-1.113180e-04	-2.287969e-04	1.174789e-04
-1.113177e-04	-2.288211e-04	1.175034e-04
-1.113173e-04	-2.288378e-04	1.175205e-04
-1.113168e-04	-2.288497e-04	1.175329e-04
-1.113164e-04	-2.288598e-04	1.175434e-04
-1.113161e-04	-2.288703e-04	1.175542e-04
-1.113159e-04	-2.288825e-04	1.175666e-04
-1.113158e-04	-2.288969e-04	1.175811e-04
-1.113157e-04	-2.289137e-04	1.175980e-04
-1.113156e-04	-2.289328e-04	1.176172e-04
-1.113156e-04	-2.289543e-04	1.176387e-04
-1.113156e-04	-2.289778e-04	1.176622e-04
-1.113156e-04	-2.290033e-04	1.176877e-04
-1.113156e-04	-2.290305e-04	1.177149e-04
-1.113156e-04	-2.290595e-04	1.177439e-04
-1.113156e-04	-2.290901e-04	1.177745e-04
-1.113156e-04	-2.291223e-04	1.178067e-04
-1.113156e-04	-2.291562e-04	1.178406e-04
-1.113156e-04	-2.291917e-04	1.178761e-04
-1.113156e-04	-2.292291e-04	1.179135e-04
-1.113157e-04	-2.292684e-04	1.179527e-04
-1.113157e-04	-2.293098e-04	1.179941e-04
-1.113158e-04	-2.293533e-04	1.180375e-04
-1.113160e-04	-2.293991e-04	1.180831e-04
-1.113162e-04	-2.294468e-04	1.181307e-04
-1.113164e-04	-2.294960e-04	1.181795e-04
-1.113168e-04	-2.295453e-04	1.182285e-04
-1.113173e-04	-2.295928e-04	1.182755e-04
-1.113178e-04	-2.296355e-04	1.183177e-04
-1.113181e-04	-2.296704e-04	1.183524e-04
-1.113181e-04	-2.296956e-04	1.183776e-04
-1.113177e-04	-2.297112e-04	1.183935e-04
-1.113173e-04	-2.297194e-04	1.184021e-04
-1.113168e-04	-2.297231e-04	1.184063e-04
-1.113164e-04	-2.297252e-04	1.184087e-04
-1.113161e-04	-2.297276e-04	1.184114e-04
-1.113160e-04	-2.297314e-04	1.184155e-04
-1.113158e-04	-2.297373e-04	1.184215e-04
-1.113158e-04	-2.297453e-04	1.184295e-04
-1.113157e-04	-2.297554e-04	1.184397e-04
-1.113157e-04	-2.297674e-04	1.184517e-04
-1.113156e-04	-2.297813e-04	1.184656e-04
-1.113156e-04	-2.297968e-04	1.184812e-04
-1.113156e-04	-2.298140e-04	1.184984e-04
-1.113156e-04	-2.298327e-04	1.185171e-04
-1.113156e-04	-2.298529e-04	1.185373e-04
-1.113156e-04	-2.298747e-04	1.185591e-04
-1.113156e-04	-2.298981e-04	1.185825e-04
-1.113156e-04	-2.299231e-04	1.186075e-04
-1.113156e-04	-2.299500e-04	1.186344e-04
-1.113157e-04	-2.299789e-04	1.186632e-04
-1.113157e-04	-2.300099e-04	1.186942e-04
-1.113158e-04	-2.300432e-04	1.187274e-04
-1.113160e-04	-2.300788e-04	1.187629e-04
-1.113162e-04	-2.301165e-04	1.188004e-04
-1.113165e-04	-2.301556e-04	1.188392e-04
-1.113169e-04	-2.301948e-04	1.188779e-04
-1.113174e-04	-2.302317e-04	1.189143e-04
-1.113178e-04	-2.302635e-04	1.189457e-04
-1.113180e-04	-2.302873e-04	1.189692e-04
-1.113179e-04	-2.303014e-04	1.189835e-04
-1.113176e-04	-2.303066e-04	1.189890e-04
-1.113171e-04	-2.303052e-04	1.189882e-04
-1.113166e-04	-2.303004e-04	1.189838e-04
-1.113163e-04	-2.302948e-04	1.189785e-04
-1.113160e-04	-2.302902e-04	1.189742e-04
-1.113158e-04	-2.302876e-04	1.189717e-04
-1.113157e-04	-2.302873e-04	1.189716e-04
-1.113156e-04	-2.302897e-04	1.189740e-04
-1.113156e-04	-2.302944e-04	1.189788e-04
-1.113156e-04	-2.303015e-04	1.189859e-04
-1.113155e-04	-2.303108e-04	1.189952e-04
-1.113155e-04	-2.303221e-04	1.190066e-04
-1.113155e-04	-2.303354e-04	1.190198e-04
-1.113155e-04	-2.303505e-04	1.190350e-04
-1.113155e-04	-2.303676e-04	1.190521e-04
-1.113155e-04	-2.303865e-04	1.190710e-04
-1.113155e-04	-2.304074e-04	1.190919e-04
-1.113155e-04	-2.304303e-04	1.191147e-04
-1.113156e-04	-2.304554e-04	1.191398e-04
-1.113156e-04	-2.304827e-04	1.191671e-04
-1.113157e-04	-2.305125e-04	1.191968e-04
-1.113158e-04	-2.305449e-04	1.192291e-04
-1.113159e-04	-2.305797e-04	1.192638e-04
-1.113162e-04	-2.306167e-04	1.193005e-04
-1.113165e-04	-2.306551e-04	1.193386e-04
-1.113169e-04	-2.306933e-04	1.193763e-04
-1.113174e-04	-2.307288e-04	1.194114e-04
-1.113179e-04	-2.307586e-04	1.194408e-04
-1.113180e-04	-2.307801e-04	1.194620e-04
-1.113179e-04	-2.307919e-04	1.194740e-04
-1.113175e-04	-2.307951e-04	1.194777e-04
-1.113170e-04	-2.307925e-04	1.194755e-04
-1.113165e-04	-2.307869e-04	1.194704e-04
-1.113162e-04	-2.307810e-04	1.194648e-04
-1.113160e-04	-2.307763e-04	1.194603e-04
-1.113158e-04	-2.307736e-04	1.194577e-04
-1.113157e-04	-2.307732e-04	1.194575e-04
-1.113157e-04	-2.307752e-04	1.194596e-04
